{'stabilizer.yaw': 130.2550048828125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': 4.456968307495117, 'stabilizer.roll': -64.05655670166016}
{'stabilizer.yaw': 49.944915771484375, 'stabilizer.pitch': -0.4823561906814575, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79864501953125}
{'stabilizer.yaw': 49.946739196777344, 'stabilizer.pitch': -0.484684556722641, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.800880432128906}
{'stabilizer.yaw': 49.94418716430664, 'stabilizer.pitch': -0.48055294156074524, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79861068725586}
{'stabilizer.yaw': 49.944339752197266, 'stabilizer.pitch': -0.48114264011383057, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.796791076660156}
{'stabilizer.yaw': 49.94290542602539, 'stabilizer.pitch': -0.4816458523273468, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.797115325927734}
{'stabilizer.yaw': 49.94013595581055, 'stabilizer.pitch': -0.480339378118515, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.796085357666016}
{'stabilizer.yaw': 49.93777084350586, 'stabilizer.pitch': -0.4781346321105957, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79741287231445}
{'stabilizer.yaw': 49.93669891357422, 'stabilizer.pitch': -0.48120805621147156, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.795284271240234}
{'stabilizer.yaw': 49.93709945678711, 'stabilizer.pitch': -0.48317715525627136, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79376220703125}
{'stabilizer.yaw': 49.93364334106445, 'stabilizer.pitch': -0.4816068410873413, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79475784301758}
{'stabilizer.yaw': 49.92987823486328, 'stabilizer.pitch': -0.48525115847587585, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.795799255371094}
{'stabilizer.yaw': 49.9276123046875, 'stabilizer.pitch': -0.4847550690174103, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.799312591552734}
{'stabilizer.yaw': 49.927955627441406, 'stabilizer.pitch': -0.48696136474609375, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.799713134765625}
{'stabilizer.yaw': 49.928707122802734, 'stabilizer.pitch': -0.4867047071456909, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79911422729492}
{'stabilizer.yaw': 49.93060302734375, 'stabilizer.pitch': -0.48814135789871216, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79998779296875}
{'stabilizer.yaw': 49.9283447265625, 'stabilizer.pitch': -0.4879421889781952, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.802337646484375}
{'stabilizer.yaw': 49.92575454711914, 'stabilizer.pitch': -0.4840817451477051, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80272674560547}
{'stabilizer.yaw': 49.92325973510742, 'stabilizer.pitch': -0.4843386709690094, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80277633666992}
{'stabilizer.yaw': 49.92198181152344, 'stabilizer.pitch': -0.4859366714954376, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80044174194336}
{'stabilizer.yaw': 49.923465728759766, 'stabilizer.pitch': -0.48844221234321594, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80027389526367}
{'stabilizer.yaw': 49.920692443847656, 'stabilizer.pitch': -0.4892088770866394, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.797786712646484}
{'stabilizer.yaw': 49.92166519165039, 'stabilizer.pitch': -0.4903882145881653, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.798091888427734}
{'stabilizer.yaw': 49.91868209838867, 'stabilizer.pitch': -0.48961713910102844, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80062484741211}
{'stabilizer.yaw': 49.91816329956055, 'stabilizer.pitch': -0.4919186234474182, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.799495697021484}
{'stabilizer.yaw': 49.91732406616211, 'stabilizer.pitch': -0.4945671558380127, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.797637939453125}
{'stabilizer.yaw': 49.917362213134766, 'stabilizer.pitch': -0.5000607371330261, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.804290771484375}
{'stabilizer.yaw': 49.8968620300293, 'stabilizer.pitch': -0.492435485124588, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81550598144531}
{'stabilizer.yaw': 49.90956115722656, 'stabilizer.pitch': -0.4967813193798065, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81470489501953}
{'stabilizer.yaw': 49.8954963684082, 'stabilizer.pitch': -0.49114876985549927, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.818702697753906}
{'stabilizer.yaw': 49.90855026245117, 'stabilizer.pitch': -0.49657681584358215, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8092041015625}
{'stabilizer.yaw': 49.901058197021484, 'stabilizer.pitch': -0.48838579654693604, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81034851074219}
{'stabilizer.yaw': 49.904510498046875, 'stabilizer.pitch': -0.49421197175979614, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81161880493164}
{'stabilizer.yaw': 49.902870178222656, 'stabilizer.pitch': -0.4922577142715454, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.812232971191406}
{'stabilizer.yaw': 49.90257263183594, 'stabilizer.pitch': -0.4938109815120697, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.809505462646484}
{'stabilizer.yaw': 49.89873504638672, 'stabilizer.pitch': -0.48946332931518555, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.808624267578125}
{'stabilizer.yaw': 49.89853286743164, 'stabilizer.pitch': -0.49182233214378357, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.808712005615234}
{'stabilizer.yaw': 49.89580535888672, 'stabilizer.pitch': -0.49245208501815796, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81501388549805}
{'stabilizer.yaw': 49.8951416015625, 'stabilizer.pitch': -0.49425721168518066, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81343460083008}
{'stabilizer.yaw': 49.89749526977539, 'stabilizer.pitch': -0.49774691462516785, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8153076171875}
{'stabilizer.yaw': 49.896060943603516, 'stabilizer.pitch': -0.49800243973731995, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.815120697021484}
{'stabilizer.yaw': 49.89358139038086, 'stabilizer.pitch': -0.4985993504524231, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81474685668945}
{'stabilizer.yaw': 49.893795013427734, 'stabilizer.pitch': -0.4998481869697571, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81501770019531}
{'stabilizer.yaw': 49.89075469970703, 'stabilizer.pitch': -0.4979495406150818, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81856155395508}
{'stabilizer.yaw': 49.89021301269531, 'stabilizer.pitch': -0.4973740875720978, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8184928894043}
{'stabilizer.yaw': 49.89143371582031, 'stabilizer.pitch': -0.5000815987586975, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81844711303711}
{'stabilizer.yaw': 49.89144515991211, 'stabilizer.pitch': -0.5011715292930603, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.822044372558594}
{'stabilizer.yaw': 49.891502380371094, 'stabilizer.pitch': -0.5006670951843262, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.823333740234375}
{'stabilizer.yaw': 49.88943099975586, 'stabilizer.pitch': -0.49803635478019714, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82283401489258}
{'stabilizer.yaw': 49.88690948486328, 'stabilizer.pitch': -0.49975889921188354, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82076644897461}
{'stabilizer.yaw': 49.88563537597656, 'stabilizer.pitch': -0.49937206506729126, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8170166015625}
{'stabilizer.yaw': 49.883609771728516, 'stabilizer.pitch': -0.49974918365478516, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81737518310547}
{'stabilizer.yaw': 49.879600524902344, 'stabilizer.pitch': -0.49897223711013794, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81905746459961}
{'stabilizer.yaw': 49.878841400146484, 'stabilizer.pitch': -0.4990832507610321, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82038116455078}
{'stabilizer.yaw': 49.874874114990234, 'stabilizer.pitch': -0.4971436858177185, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.819557189941406}
{'stabilizer.yaw': 49.8731575012207, 'stabilizer.pitch': -0.49769559502601624, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.820804595947266}
{'stabilizer.yaw': 49.87179946899414, 'stabilizer.pitch': -0.5001552700996399, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.824398040771484}
{'stabilizer.yaw': 49.87014389038086, 'stabilizer.pitch': -0.5029089450836182, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82490539550781}
{'stabilizer.yaw': 49.86709213256836, 'stabilizer.pitch': -0.5052001476287842, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82599639892578}
{'stabilizer.yaw': 49.86449432373047, 'stabilizer.pitch': -0.5038087964057922, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.823116302490234}
{'stabilizer.yaw': 49.86258316040039, 'stabilizer.pitch': -0.5040779113769531, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82255172729492}
{'stabilizer.yaw': 49.85955810546875, 'stabilizer.pitch': -0.5009092092514038, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82221221923828}
{'stabilizer.yaw': 49.858455657958984, 'stabilizer.pitch': -0.5031523108482361, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82053756713867}
{'stabilizer.yaw': 49.8568115234375, 'stabilizer.pitch': -0.49991360306739807, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.821678161621094}
{'stabilizer.yaw': 49.85244369506836, 'stabilizer.pitch': -0.5016306042671204, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8200569152832}
{'stabilizer.yaw': 49.851802825927734, 'stabilizer.pitch': -0.5010994076728821, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8201904296875}
{'stabilizer.yaw': 49.85236358642578, 'stabilizer.pitch': -0.5044658184051514, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81753921508789}
{'stabilizer.yaw': 49.846717834472656, 'stabilizer.pitch': -0.5053261518478394, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82542419433594}
{'stabilizer.yaw': 49.84128189086914, 'stabilizer.pitch': -0.5070842504501343, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.820987701416016}
{'stabilizer.yaw': 49.83756637573242, 'stabilizer.pitch': -0.5040922164916992, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82215118408203}
{'stabilizer.yaw': 49.833927154541016, 'stabilizer.pitch': -0.5034136772155762, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82197570800781}
{'stabilizer.yaw': 49.8322868347168, 'stabilizer.pitch': -0.5011281967163086, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82366180419922}
{'stabilizer.yaw': 49.83281707763672, 'stabilizer.pitch': -0.5021490454673767, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82704162597656}
{'stabilizer.yaw': 49.83534240722656, 'stabilizer.pitch': -0.5073543787002563, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.824241638183594}
{'stabilizer.yaw': 49.831790924072266, 'stabilizer.pitch': -0.5063421130180359, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82006072998047}
{'stabilizer.yaw': 49.827964782714844, 'stabilizer.pitch': -0.5075086355209351, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82135772705078}
{'stabilizer.yaw': 49.82444381713867, 'stabilizer.pitch': -0.5044056177139282, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82508850097656}
{'stabilizer.yaw': 49.82238006591797, 'stabilizer.pitch': -0.5016900300979614, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82939529418945}
{'stabilizer.yaw': 49.820377349853516, 'stabilizer.pitch': -0.501911997795105, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82910919189453}
{'stabilizer.yaw': 49.818603515625, 'stabilizer.pitch': -0.5037291646003723, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.828834533691406}
{'stabilizer.yaw': 49.81694793701172, 'stabilizer.pitch': -0.5049487352371216, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82677459716797}
{'stabilizer.yaw': 49.81414031982422, 'stabilizer.pitch': -0.50678950548172, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82783126831055}
{'stabilizer.yaw': 49.81120681762695, 'stabilizer.pitch': -0.5097711086273193, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83029556274414}
{'stabilizer.yaw': 49.807559967041016, 'stabilizer.pitch': -0.5074529647827148, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83043670654297}
{'stabilizer.yaw': 49.80958938598633, 'stabilizer.pitch': -0.5095150470733643, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83004379272461}
{'stabilizer.yaw': 49.81033706665039, 'stabilizer.pitch': -0.5099550485610962, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83031463623047}
{'stabilizer.yaw': 49.808284759521484, 'stabilizer.pitch': -0.5115359425544739, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82577133178711}
{'stabilizer.yaw': 49.80567169189453, 'stabilizer.pitch': -0.5094661712646484, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82612609863281}
{'stabilizer.yaw': 49.801753997802734, 'stabilizer.pitch': -0.5055037140846252, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82678985595703}
{'stabilizer.yaw': 49.798763275146484, 'stabilizer.pitch': -0.5037196278572083, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83051300048828}
{'stabilizer.yaw': 49.79709243774414, 'stabilizer.pitch': -0.5052651762962341, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.830265045166016}
{'stabilizer.yaw': 49.79837417602539, 'stabilizer.pitch': -0.5080681443214417, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.826683044433594}
{'stabilizer.yaw': 49.79459762573242, 'stabilizer.pitch': -0.5074149966239929, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82712936401367}
{'stabilizer.yaw': 49.792476654052734, 'stabilizer.pitch': -0.5048770308494568, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82714080810547}
{'stabilizer.yaw': 49.78801345825195, 'stabilizer.pitch': -0.506268322467804, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.825279235839844}
{'stabilizer.yaw': 49.788047790527344, 'stabilizer.pitch': -0.5055335164070129, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82653045654297}
{'stabilizer.yaw': 49.78837585449219, 'stabilizer.pitch': -0.5072550177574158, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82684326171875}
{'stabilizer.yaw': 49.787635803222656, 'stabilizer.pitch': -0.5071096420288086, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8301887512207}
{'stabilizer.yaw': 49.78420639038086, 'stabilizer.pitch': -0.5075842142105103, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.829322814941406}
{'stabilizer.yaw': 49.78143310546875, 'stabilizer.pitch': -0.5051862597465515, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.830589294433594}
{'stabilizer.yaw': 49.77910614013672, 'stabilizer.pitch': -0.5049203038215637, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.832000732421875}
{'stabilizer.yaw': 49.77385711669922, 'stabilizer.pitch': -0.5043705701828003, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83457565307617}
{'stabilizer.yaw': 49.770137786865234, 'stabilizer.pitch': -0.5040909051895142, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.833961486816406}
{'stabilizer.yaw': 49.76680374145508, 'stabilizer.pitch': -0.5043558478355408, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.833866119384766}
{'stabilizer.yaw': 49.76491928100586, 'stabilizer.pitch': -0.5041829943656921, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83449172973633}
{'stabilizer.yaw': 49.76115036010742, 'stabilizer.pitch': -0.5062031745910645, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.837799072265625}
{'stabilizer.yaw': 49.755428314208984, 'stabilizer.pitch': -0.5071994662284851, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83443832397461}
{'stabilizer.yaw': 49.75403594970703, 'stabilizer.pitch': -0.5095111131668091, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.833465576171875}
{'stabilizer.yaw': 49.751991271972656, 'stabilizer.pitch': -0.5067751407623291, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8317756652832}
{'stabilizer.yaw': 49.74996566772461, 'stabilizer.pitch': -0.5059618949890137, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8327522277832}
{'stabilizer.yaw': 49.747318267822266, 'stabilizer.pitch': -0.5054668188095093, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83169937133789}
{'stabilizer.yaw': 49.743141174316406, 'stabilizer.pitch': -0.5037509202957153, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.826229095458984}
{'stabilizer.yaw': 49.737953186035156, 'stabilizer.pitch': -0.5004788041114807, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.829429626464844}
{'stabilizer.yaw': 49.74198913574219, 'stabilizer.pitch': -0.5012807846069336, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82848358154297}
{'stabilizer.yaw': 49.744285583496094, 'stabilizer.pitch': -0.5022680163383484, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.826820373535156}
{'stabilizer.yaw': 49.74104690551758, 'stabilizer.pitch': -0.5052997469902039, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.830692291259766}
{'stabilizer.yaw': 49.74131393432617, 'stabilizer.pitch': -0.5050423741340637, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82999801635742}
{'stabilizer.yaw': 49.73436737060547, 'stabilizer.pitch': -0.5037528276443481, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83348083496094}
{'stabilizer.yaw': 49.731388092041016, 'stabilizer.pitch': -0.49987831711769104, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.836273193359375}
{'stabilizer.yaw': 49.72718048095703, 'stabilizer.pitch': -0.4972938001155853, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83876037597656}
{'stabilizer.yaw': 49.7257080078125, 'stabilizer.pitch': -0.4987119436264038, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.841426849365234}
{'stabilizer.yaw': 49.7227897644043, 'stabilizer.pitch': -0.49593737721443176, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8438835144043}
{'stabilizer.yaw': 49.72291564941406, 'stabilizer.pitch': -0.4997444450855255, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.84770202636719}
{'stabilizer.yaw': 49.72377014160156, 'stabilizer.pitch': -0.5012322664260864, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.84760665893555}
{'stabilizer.yaw': 49.719200134277344, 'stabilizer.pitch': -0.5022792220115662, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85027313232422}
{'stabilizer.yaw': 49.71812057495117, 'stabilizer.pitch': -0.501404345035553, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.84880065917969}
{'stabilizer.yaw': 49.71432876586914, 'stabilizer.pitch': -0.5005736351013184, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8504753112793}
{'stabilizer.yaw': 49.71550750732422, 'stabilizer.pitch': -0.5035218596458435, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85175323486328}
{'stabilizer.yaw': 49.71174621582031, 'stabilizer.pitch': -0.506169319152832, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85247802734375}
{'stabilizer.yaw': 49.708984375, 'stabilizer.pitch': -0.5077051520347595, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.854591369628906}
{'stabilizer.yaw': 49.70430374145508, 'stabilizer.pitch': -0.5074617266654968, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85235595703125}
{'stabilizer.yaw': 49.70277786254883, 'stabilizer.pitch': -0.5053703784942627, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.851802825927734}
{'stabilizer.yaw': 49.70073318481445, 'stabilizer.pitch': -0.5088014006614685, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85264205932617}
{'stabilizer.yaw': 49.70048141479492, 'stabilizer.pitch': -0.507548451423645, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85261154174805}
{'stabilizer.yaw': 49.69413375854492, 'stabilizer.pitch': -0.5050334930419922, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85239028930664}
{'stabilizer.yaw': 49.691078186035156, 'stabilizer.pitch': -0.5045627355575562, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8566780090332}
{'stabilizer.yaw': 49.6921501159668, 'stabilizer.pitch': -0.5083197951316833, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85380935668945}
{'stabilizer.yaw': 49.68778610229492, 'stabilizer.pitch': -0.5054718255996704, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.851505279541016}
{'stabilizer.yaw': 49.68394470214844, 'stabilizer.pitch': -0.5074629187583923, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85462188720703}
{'stabilizer.yaw': 49.68342971801758, 'stabilizer.pitch': -0.5049976110458374, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86030578613281}
{'stabilizer.yaw': 49.67970275878906, 'stabilizer.pitch': -0.5055361390113831, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85567092895508}
